finding_count_total,finding_count_bug,finding_count_security,finding_count_code_smell,finding_count_high_severity,finding_count_medium_severity,finding_count_low_severity,bandit_finding_count,semgrep_finding_count,cyclomatic_complexity_max,cyclomatic_complexity_avg,maintainability_index,nesting_depth_max,sloc,function_length_max,function_length_avg,dangerous_sink_count,hardcoded_secret_count,import_risk_flag,has_test_file,label
3,2,0,1,0,2,1,2,1,9.0,7.33,66.2,4,32,13,13.0,0,0,0,0,medium
2,0,1,1,0,0,2,0,2,1.0,0.81,59.56,2,38,24,15.333333333333334,0,0,0,0,low
5,1,3,1,0,3,2,3,2,6.0,5.05,46.88,1,23,35,25.0,0,0,1,0,medium
5,1,2,2,0,3,2,2,3,4.0,3.06,75.04,4,17,45,45.0,0,0,0,0,medium
3,0,2,1,0,2,1,1,2,9.0,7.56,23.23,3,18,47,41.666666666666664,0,0,0,0,medium
4,0,3,1,2,1,1,3,1,20.0,11.36,47.34,3,141,79,65.0,0,0,1,0,critical
0,0,0,0,0,0,0,0,0,4.0,2.17,80.98,1,34,30,21.0,0,0,0,0,low
5,0,4,1,3,0,2,2,3,19.0,10.21,25.2,5,136,48,39.666666666666664,1,0,1,0,critical
5,1,3,1,2,1,2,2,3,12.0,10.43,38.92,5,61,44,33.75,1,0,1,0,high
2,0,2,0,2,0,0,1,1,12.0,11.4,12.73,5,91,56,39.0,1,0,1,0,high
2,1,1,0,1,1,0,1,1,12.0,8.31,55.14,4,92,50,34.5,1,0,1,0,high
3,0,1,2,1,0,2,1,2,9.0,4.63,48.62,3,124,70,50.0,0,0,0,0,critical
2,1,0,1,0,1,1,0,2,10.0,6.46,11.82,1,38,31,31.0,0,0,1,0,medium
6,0,5,1,2,2,2,2,4,13.0,12.12,53.77,5,74,35,35.0,0,3,0,0,high
5,0,5,0,3,2,0,2,3,9.0,8.43,13.27,7,97,44,44.0,1,0,0,0,critical
2,0,0,2,0,0,2,0,2,5.0,4.97,51.41,3,19,26,22.0,0,0,0,0,low
1,0,0,1,0,0,1,0,1,4.0,2.85,23.97,0,42,0,0.0,0,0,1,0,low
2,0,1,1,0,0,2,1,1,4.0,3.45,83.76,3,14,5,5.0,0,0,0,0,low
3,0,3,0,2,0,1,2,1,16.0,14.76,17.48,5,105,75,75.0,1,0,0,0,critical
2,2,0,0,0,2,0,1,1,9.0,7.49,21.37,3,57,49,36.0,0,0,0,0,medium
6,2,4,0,2,2,2,2,4,20.0,17.21,59.16,7,139,63,48.25,1,0,0,0,critical
0,0,0,0,0,0,0,0,0,5.0,3.7,33.24,3,36,21,18.0,0,0,0,0,low
3,0,3,0,3,0,0,0,3,9.0,8.24,55.06,6,57,75,47.25,1,0,0,0,critical
4,1,3,0,2,1,1,1,3,20.0,18.36,34.58,5,117,33,33.0,1,0,0,0,critical
2,0,2,0,0,2,0,0,2,4.0,4.0,23.16,3,67,31,25.5,0,0,0,0,medium
3,0,2,1,2,0,1,1,2,8.0,6.67,20.58,4,41,53,34.333333333333336,0,0,0,0,high
3,1,2,0,1,2,0,1,2,5.0,2.69,41.31,3,67,42,40.0,1,0,1,0,high
3,0,3,0,1,1,1,2,1,11.0,8.24,21.87,3,80,36,26.333333333333332,0,2,0,0,high
4,0,4,0,1,2,1,3,1,12.0,10.52,72.98,2,85,55,42.5,1,0,0,0,high
0,0,0,0,0,0,0,0,0,5.0,3.64,54.93,2,18,24,15.0,0,0,0,0,low
2,0,1,1,0,0,2,2,0,1.0,0.75,76.67,2,21,0,0.0,0,0,1,0,low
4,0,4,0,3,0,1,3,1,18.0,11.93,17.32,3,115,58,47.75,2,0,0,0,critical
0,0,0,0,0,0,0,0,0,1.0,0.92,66.19,3,17,0,0.0,0,0,0,0,low
3,0,2,1,0,1,2,1,2,9.0,5.41,32.49,2,37,36,29.0,0,0,0,0,medium
6,1,4,1,3,2,1,3,3,19.0,14.12,54.33,7,104,51,39.333333333333336,1,0,0,0,critical
3,1,2,0,1,1,1,1,2,13.0,6.91,36.58,2,77,60,43.0,1,0,1,0,high
0,0,0,0,0,0,0,0,0,2.0,1.81,81.8,3,48,24,24.0,0,0,0,0,low
1,0,1,0,1,0,0,1,0,10.0,6.56,76.39,7,69,68,55.75,1,0,1,0,critical
1,0,1,0,0,0,1,1,0,1.0,0.78,39.84,2,41,27,16.0,0,0,0,0,low
1,0,1,0,0,0,1,0,1,5.0,4.93,35.89,0,9,28,28.0,0,0,1,0,low
2,0,2,0,0,0,2,0,2,1.0,0.8,25.3,0,39,24,16.5,0,0,0,0,low
1,0,0,1,0,0,1,0,1,5.0,4.33,49.26,3,50,0,0.0,0,0,1,0,low
7,0,6,1,3,2,2,3,4,20.0,12.98,19.39,4,105,64,55.5,1,0,0,0,critical
4,2,2,0,0,3,1,2,2,4.0,3.69,75.39,3,59,39,32.5,0,0,0,0,medium
3,0,2,1,1,1,1,0,3,14.0,8.34,82.93,3,85,51,38.666666666666664,1,0,1,0,high
5,0,5,0,2,2,1,4,1,10.0,7.64,24.26,2,72,58,46.666666666666664,1,0,1,0,high
2,0,2,0,0,1,1,1,1,10.0,5.17,55.97,2,56,44,34.0,0,0,0,0,medium
3,2,1,0,1,2,0,1,2,8.0,5.4,65.65,3,105,73,58.0,2,0,0,0,critical
3,2,1,0,0,2,1,1,2,3.0,2.13,20.97,1,41,36,27.0,0,0,0,0,medium
2,0,2,0,2,0,0,0,2,5.0,2.83,55.53,5,56,49,44.0,0,1,0,0,high
6,1,3,2,2,2,2,6,0,11.0,10.62,45.54,3,96,63,54.333333333333336,1,0,0,0,critical
0,0,0,0,0,0,0,0,0,2.0,1.72,19.06,2,39,23,14.666666666666666,0,0,0,0,low
1,0,1,0,0,0,1,0,1,3.0,2.18,30.08,3,47,30,18.0,0,0,1,0,low
3,1,2,0,2,1,0,1,2,7.0,3.6,77.07,2,80,38,38.0,1,0,1,0,high
3,0,3,0,3,0,0,1,2,8.0,6.37,48.96,6,57,28,28.0,0,0,1,0,critical
2,1,1,0,0,2,0,1,1,9.0,5.25,70.58,4,29,46,46.0,0,0,0,0,medium
5,1,4,0,2,2,1,4,1,13.0,10.31,78.79,4,121,29,24.333333333333332,1,0,0,0,critical
5,2,2,1,1,2,2,2,3,14.0,11.3,49.73,4,26,19,19.0,1,0,1,0,high
2,0,2,0,0,2,0,1,1,6.0,4.91,29.57,4,21,47,43.0,0,0,0,0,medium
2,0,2,0,1,0,1,1,1,13.0,11.84,50.59,2,59,57,40.75,0,0,0,0,high
2,0,2,0,1,0,1,1,1,12.0,6.39,12.22,6,40,37,37.0,1,0,0,0,critical
2,0,2,0,0,1,1,1,1,6.0,3.02,21.34,1,35,44,38.0,0,0,1,0,medium
3,0,3,0,0,2,1,1,2,10.0,7.84,20.44,1,26,32,32.0,0,0,1,0,medium
4,0,3,1,0,2,2,3,1,10.0,9.43,32.61,4,21,17,17.0,0,0,0,0,medium
3,1,1,1,1,1,1,1,2,14.0,11.55,56.22,2,32,20,20.0,1,0,1,0,high
3,0,3,0,2,0,1,1,2,14.0,12.34,29.55,2,45,51,41.25,0,1,0,0,high
1,0,1,0,1,0,0,0,1,5.0,4.41,42.77,5,82,30,28.333333333333332,0,1,0,0,high
0,0,0,0,0,0,0,0,0,1.0,0.52,73.48,3,9,26,25.0,0,0,0,0,low
7,0,6,1,3,2,2,1,6,9.0,5.5,80.17,3,71,57,55.0,0,0,0,0,critical
5,0,5,0,1,2,2,4,1,12.0,11.46,48.09,5,75,17,17.0,1,0,0,0,high
3,1,2,0,0,3,0,1,2,7.0,5.83,79.14,3,65,48,48.0,0,0,1,0,medium
5,2,2,1,0,3,2,2,3,9.0,8.33,58.01,1,78,34,22.333333333333332,0,0,0,0,medium
5,3,0,2,0,3,2,1,4,10.0,9.19,78.41,3,63,45,45.0,0,0,0,0,medium
4,0,3,1,2,0,2,2,2,20.0,14.71,41.7,3,91,45,39.666666666666664,1,0,0,0,critical
5,2,1,2,0,3,2,3,2,6.0,5.34,45.77,1,56,47,47.0,0,0,0,0,medium
4,0,3,1,2,0,2,1,3,17.0,12.81,21.6,5,69,56,56.0,1,0,0,0,critical
1,0,1,0,0,0,1,0,1,6.0,3.47,77.26,2,36,0,0.0,0,0,0,0,low
3,0,3,0,1,2,0,2,1,16.0,9.71,36.74,6,80,34,34.0,1,0,0,0,critical
1,0,1,0,0,0,1,0,1,6.0,3.81,84.17,1,41,21,18.0,0,0,0,0,low
4,2,1,1,0,3,1,2,2,9.0,4.6,19.71,2,76,12,12.0,0,0,1,0,medium
1,0,1,0,1,0,0,1,0,6.0,3.88,27.35,4,87,49,49.0,0,0,0,0,high
1,0,0,1,0,0,1,1,0,2.0,1.84,21.51,2,40,26,17.666666666666668,0,0,1,0,low
1,0,0,1,0,0,1,0,1,1.0,0.82,54.6,3,36,0,0.0,0,0,0,0,low
3,0,3,0,2,1,0,2,1,9.0,8.53,79.85,2,55,45,37.25,0,2,0,0,high
4,0,4,0,2,1,1,3,1,10.0,9.32,52.6,7,32,62,44.333333333333336,0,0,0,0,critical
3,1,2,0,0,3,0,0,3,3.0,2.96,60.0,1,32,37,28.5,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,3.0,2.05,75.95,2,49,28,27.0,0,0,1,0,low
2,1,1,0,1,1,0,2,0,10.0,8.13,13.98,3,59,60,36.0,0,2,0,0,high
3,0,1,2,1,0,2,0,3,7.0,3.69,49.66,2,74,25,23.5,0,0,0,0,high
5,1,3,1,0,3,2,5,0,5.0,2.62,60.96,2,62,33,31.0,0,0,0,0,medium
3,0,3,0,0,3,0,0,3,9.0,6.86,47.19,3,38,13,13.0,0,0,0,0,medium
4,1,1,2,1,1,2,3,1,11.0,5.91,84.9,2,22,34,34.0,0,1,0,0,high
0,0,0,0,0,0,0,0,0,6.0,3.34,44.51,1,26,27,15.666666666666666,0,0,0,0,low
6,0,4,2,3,1,2,5,1,13.0,10.23,34.86,3,98,77,57.0,2,0,0,0,critical
4,0,4,0,0,2,2,3,1,7.0,5.41,75.13,1,78,37,37.0,0,0,0,0,medium
5,1,3,1,2,1,2,3,2,16.0,10.37,26.42,6,139,80,60.333333333333336,1,0,0,0,critical
5,1,3,1,1,2,2,3,2,13.0,11.85,29.94,6,101,70,52.666666666666664,1,0,0,0,critical
3,0,2,1,1,0,2,2,1,17.0,10.4,48.68,3,77,31,31.0,0,0,0,0,critical
0,0,0,0,0,0,0,0,0,5.0,3.61,54.51,3,17,28,23.5,0,0,0,0,low
3,1,0,2,0,1,2,3,0,10.0,6.58,13.01,3,33,21,18.0,0,0,0,0,medium
2,0,2,0,0,1,1,1,1,3.0,1.97,14.49,3,16,48,44.0,0,0,0,0,medium
6,0,6,0,3,2,1,3,3,12.0,6.36,38.09,6,60,59,42.0,0,0,1,0,critical
3,0,3,0,3,0,0,0,3,18.0,15.83,75.43,7,139,76,60.25,1,0,0,0,critical
4,0,3,1,2,1,1,2,2,8.0,7.51,33.41,3,116,64,49.0,1,0,0,0,critical
1,0,1,0,0,0,1,1,0,5.0,4.84,46.57,0,34,28,17.5,0,0,0,0,low
0,0,0,0,0,0,0,0,0,6.0,5.32,19.16,3,44,28,21.333333333333332,0,0,0,0,low
2,1,1,0,0,2,0,2,0,3.0,2.26,44.15,3,58,45,45.0,0,0,0,0,medium
2,2,0,0,0,2,0,0,2,8.0,6.91,41.68,3,15,44,44.0,0,0,0,0,medium
4,0,2,2,1,1,2,2,2,14.0,12.94,23.29,3,76,49,32.5,1,0,1,0,high
5,0,3,2,0,3,2,3,2,4.0,3.55,30.12,4,16,48,48.0,0,0,0,0,medium
2,0,1,1,0,0,2,2,0,2.0,1.54,75.03,1,10,24,24.0,0,0,0,0,low
3,2,1,0,1,2,0,2,1,10.0,9.01,31.26,2,25,59,46.333333333333336,1,0,1,0,high
5,0,4,1,3,0,2,2,3,10.0,7.93,78.41,7,110,22,22.0,0,0,0,0,critical
5,1,4,0,2,2,1,3,2,13.0,9.77,18.27,4,53,51,41.0,0,0,1,0,critical
0,0,0,0,0,0,0,0,0,1.0,0.72,74.96,2,19,19,15.0,0,0,0,0,low
5,2,3,0,2,2,1,2,3,8.0,6.96,10.16,5,149,72,45.333333333333336,2,0,0,0,critical
3,0,2,1,1,1,1,2,1,8.0,4.16,81.4,4,94,48,30.75,0,3,0,0,high
1,0,1,0,0,0,1,0,1,2.0,1.04,84.75,0,17,27,27.0,0,0,0,0,low
3,1,2,0,2,1,0,1,2,14.0,11.89,38.32,2,100,35,28.0,1,0,1,0,high
3,0,3,0,0,2,1,3,0,8.0,4.19,38.33,2,44,21,21.0,0,0,0,0,medium
4,0,3,1,2,0,2,4,0,17.0,10.65,74.63,6,66,48,35.75,1,0,0,0,critical
0,0,0,0,0,0,0,0,0,3.0,1.82,13.04,0,27,24,20.0,0,0,0,0,low
2,0,1,1,0,0,2,1,1,3.0,2.8,58.57,2,30,21,21.0,0,0,1,0,low
3,1,2,0,1,1,1,1,2,11.0,5.96,63.62,5,73,49,41.5,0,2,0,0,high
5,1,4,0,0,3,2,3,2,4.0,2.3,52.14,1,18,20,16.0,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,6.0,4.38,43.98,2,45,16,13.0,0,0,0,0,low
5,0,3,2,1,2,2,1,4,12.0,6.3,84.43,2,41,60,43.75,1,0,1,0,high
2,0,0,2,0,0,2,0,2,5.0,4.53,65.52,0,27,26,18.0,0,0,0,0,low
4,1,3,0,2,2,0,1,3,5.0,4.37,49.32,2,52,44,26.25,0,0,0,0,high
5,1,4,0,1,2,2,2,3,12.0,6.11,68.75,4,41,51,32.5,1,0,0,0,high
6,1,5,0,3,1,2,4,2,15.0,14.92,37.21,5,124,72,45.25,2,0,0,0,critical
2,0,2,0,2,0,0,1,1,13.0,6.92,48.85,2,60,58,58.0,1,0,1,0,high
2,0,1,1,0,0,2,1,1,2.0,1.8,40.47,1,16,11,8.0,0,0,0,0,low
3,0,3,0,0,1,2,2,1,8.0,5.6,84.01,4,43,43,33.666666666666664,0,0,1,0,medium
4,1,3,0,0,3,1,1,3,5.0,4.53,26.65,4,76,47,46.0,0,0,0,0,medium
4,3,1,0,0,3,1,2,2,10.0,7.2,65.08,4,69,25,25.0,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,4.0,2.37,14.66,0,41,26,26.0,0,0,0,0,low
4,1,3,0,1,2,1,3,1,11.0,9.59,77.57,3,66,46,45.5,1,0,1,0,critical
2,0,1,1,1,0,1,0,2,10.0,6.52,56.08,4,60,47,35.0,0,0,0,0,high
1,0,0,1,0,0,1,0,1,4.0,2.08,29.34,1,43,25,24.0,0,0,0,0,low
5,1,3,1,1,2,2,2,3,10.0,7.23,81.82,5,49,59,37.0,1,0,1,0,high
1,0,0,1,0,0,1,1,0,5.0,4.47,74.12,2,6,18,18.0,0,0,1,0,low
2,0,2,0,1,1,0,2,0,8.0,4.37,80.03,4,77,41,32.0,0,0,0,0,high
2,0,1,1,0,0,2,1,1,2.0,1.97,27.29,1,13,29,18.0,0,0,0,0,low
1,0,0,1,0,0,1,0,1,3.0,1.68,26.26,1,28,27,20.5,0,0,0,0,low
5,1,2,2,0,3,2,5,0,7.0,5.63,68.48,3,54,45,36.5,0,0,0,0,medium
4,2,2,0,0,2,2,1,3,7.0,4.43,38.86,2,32,47,32.0,0,0,0,0,medium
2,0,0,2,0,0,2,2,0,6.0,3.47,64.85,2,30,0,0.0,0,0,0,0,low
5,1,4,0,0,3,2,2,3,8.0,7.56,41.17,4,18,45,27.666666666666668,0,0,0,0,medium
2,0,2,0,2,0,0,2,0,13.0,11.94,73.62,3,55,36,36.0,0,2,0,0,high
3,2,1,0,0,3,0,0,3,4.0,3.52,13.03,2,39,44,28.0,0,0,1,0,medium
1,0,0,1,0,0,1,1,0,6.0,4.85,21.77,2,46,26,22.5,0,0,0,0,low
6,1,5,0,2,2,2,5,1,7.0,4.3,81.38,5,84,60,42.333333333333336,0,0,0,0,high
3,1,2,0,2,1,0,2,1,11.0,5.83,14.21,3,82,53,48.0,1,0,1,0,high
2,0,1,1,0,0,2,1,1,3.0,1.6,66.59,0,27,10,8.5,0,0,0,0,low
4,1,2,1,0,2,2,1,3,5.0,3.91,19.66,2,64,36,36.0,0,0,1,0,medium
0,0,0,0,0,0,0,0,0,6.0,3.68,72.03,0,24,23,13.666666666666666,0,0,0,0,low
3,2,0,1,0,2,1,1,2,3.0,1.97,26.54,4,17,32,32.0,0,0,1,0,medium
2,1,1,0,0,1,1,1,1,7.0,5.55,54.43,1,16,23,23.0,0,0,1,0,medium
3,2,1,0,0,2,1,2,1,8.0,5.67,52.59,3,52,34,25.333333333333332,0,0,0,0,medium
2,0,1,1,1,0,1,1,1,16.0,13.11,32.85,4,79,56,42.75,2,0,0,0,critical
4,0,2,2,1,1,2,2,2,18.0,16.4,17.92,3,77,74,46.666666666666664,1,0,0,0,critical
1,0,0,1,0,0,1,1,0,2.0,1.7,58.61,2,32,24,20.0,0,0,0,0,low
4,0,3,1,3,0,1,2,2,16.0,10.36,57.55,4,58,74,67.25,1,0,0,0,critical
2,1,1,0,1,1,0,1,1,11.0,9.52,37.63,4,55,29,29.0,1,0,0,0,high
5,1,3,1,0,3,2,3,2,6.0,5.39,64.37,3,77,15,15.0,0,0,0,0,medium
3,1,2,0,1,2,0,1,2,7.0,6.19,59.25,5,50,49,40.0,0,1,0,0,high
0,0,0,0,0,0,0,0,0,2.0,1.94,49.22,0,15,18,18.0,0,0,0,0,low
3,0,3,0,2,0,1,2,1,10.0,9.22,33.13,5,111,50,50.0,1,0,0,0,critical
2,0,1,1,0,1,1,1,1,3.0,1.5,58.26,2,60,42,40.333333333333336,0,0,0,0,medium
2,0,2,0,0,2,0,1,1,10.0,6.5,13.78,2,52,37,37.0,0,0,0,0,medium
4,1,2,1,0,3,1,2,2,8.0,6.37,15.88,4,26,44,29.666666666666668,0,0,1,0,medium
3,1,2,0,0,3,0,2,1,8.0,7.63,13.74,3,43,12,12.0,0,0,0,0,medium
4,1,2,1,1,2,1,1,3,9.0,4.88,77.17,3,81,52,49.5,0,0,0,0,high
1,0,1,0,0,0,1,0,1,3.0,2.45,43.23,1,46,27,19.666666666666668,0,0,0,0,low
5,0,4,1,3,0,2,2,3,12.0,11.5,46.84,5,129,64,48.5,0,0,0,0,critical
1,0,0,1,0,0,1,0,1,4.0,2.32,84.44,0,5,27,17.666666666666668,0,0,0,0,low
3,0,3,0,0,1,2,1,2,3.0,2.59,81.88,4,71,44,41.5,0,0,0,0,medium
2,0,2,0,0,0,2,1,1,6.0,4.0,24.86,1,27,27,20.333333333333332,0,0,0,0,low
3,0,3,0,1,1,1,1,2,8.0,7.0,66.98,4,59,42,31.75,1,0,1,0,high
3,2,1,0,0,2,1,1,2,10.0,7.9,62.67,1,52,32,24.5,0,0,0,0,medium
5,1,4,0,3,1,1,2,3,12.0,6.81,17.47,6,92,80,70.0,1,0,1,0,critical
6,0,6,0,2,2,2,1,5,11.0,8.58,31.4,5,61,53,42.25,1,0,0,0,high
4,1,3,0,3,1,0,2,2,9.0,4.62,51.55,4,55,70,60.5,1,0,0,0,critical
3,1,2,0,2,1,0,2,1,8.0,4.64,26.54,3,77,45,38.666666666666664,0,0,0,0,high
4,0,4,0,2,0,2,2,2,14.0,13.17,48.19,2,82,59,43.666666666666664,0,2,0,0,high
2,0,1,1,0,0,2,1,1,6.0,3.73,10.09,1,6,16,16.0,0,0,0,0,low
5,2,2,1,0,3,2,2,3,3.0,2.82,70.27,4,30,36,36.0,0,0,1,0,medium
2,0,1,1,0,1,1,1,1,8.0,5.32,59.91,4,55,42,35.0,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,6.0,5.17,46.68,0,15,0,0.0,0,0,0,0,low
2,0,2,0,0,0,2,1,1,2.0,1.77,66.61,1,24,21,18.666666666666668,0,0,0,0,low
3,1,2,0,0,3,0,2,1,9.0,8.79,30.33,1,75,50,42.0,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,4.0,2.03,14.66,3,43,0,0.0,0,0,0,0,low
3,2,1,0,1,2,0,0,3,13.0,9.01,75.34,4,97,47,46.0,0,0,0,0,high
3,0,3,0,2,1,0,3,0,11.0,8.39,31.22,6,124,68,63.666666666666664,0,0,0,0,critical
2,0,2,0,1,1,0,2,0,16.0,13.59,64.75,6,71,39,39.0,1,0,0,0,critical
1,0,1,0,0,1,0,1,0,7.0,4.74,49.78,2,49,24,17.0,0,0,0,0,medium
2,0,2,0,0,0,2,0,2,1.0,0.63,24.33,3,18,0,0.0,0,0,0,0,low
1,0,0,1,0,0,1,1,0,1.0,0.93,43.9,3,14,21,16.5,0,0,0,0,low
4,0,3,1,0,2,2,1,3,6.0,5.49,17.07,3,66,38,24.0,0,0,0,0,medium
4,1,3,0,2,2,0,2,2,8.0,6.31,44.44,3,61,28,21.0,1,0,1,0,high
4,1,2,1,1,1,2,2,2,7.0,5.58,82.72,2,53,58,36.5,0,1,0,0,high
6,2,3,1,2,2,2,3,3,12.0,7.11,67.19,2,33,39,28.0,1,0,1,0,high
4,1,2,1,2,1,1,0,4,17.0,16.43,11.79,4,93,29,24.5,1,0,1,0,critical
5,2,3,0,2,2,1,1,4,13.0,9.4,63.82,3,43,62,46.333333333333336,1,0,0,0,critical
4,1,3,0,0,3,1,2,2,10.0,6.13,77.87,2,35,30,30.0,0,0,1,0,medium
3,0,2,1,0,2,1,2,1,5.0,4.2,61.38,1,33,34,27.5,0,0,0,0,medium
4,0,4,0,2,2,0,1,3,13.0,10.89,42.19,4,61,32,22.333333333333332,0,0,0,0,high
4,1,2,1,0,2,2,2,2,10.0,9.63,57.2,1,15,13,12.5,0,0,0,0,medium
4,0,4,0,2,1,1,1,3,17.0,8.55,44.53,6,138,42,42.0,1,0,0,0,critical
3,0,3,0,1,2,0,2,1,13.0,9.8,55.52,3,43,30,24.0,0,0,0,0,high
1,0,1,0,0,1,0,1,0,8.0,6.96,61.39,2,45,45,45.0,0,0,0,0,medium
2,0,2,0,0,1,1,2,0,5.0,4.18,73.69,2,40,48,27.666666666666668,0,0,1,0,medium
2,0,2,0,0,1,1,1,1,5.0,2.53,48.78,4,72,46,27.666666666666668,0,0,0,0,medium
3,1,0,2,0,1,2,3,0,7.0,4.26,19.88,2,41,37,32.5,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,1.0,0.6,32.7,0,40,0,0.0,0,0,0,0,low
4,0,4,0,2,0,2,1,3,9.0,6.52,54.12,5,89,42,42.0,1,0,0,0,high
4,1,2,1,1,2,1,2,2,12.0,8.06,84.75,7,114,55,52.666666666666664,1,0,0,0,critical
0,0,0,0,0,0,0,0,0,5.0,3.7,14.73,2,30,0,0.0,0,0,0,0,low
6,0,6,0,3,1,2,6,0,19.0,12.54,54.17,7,137,71,52.0,1,0,0,0,critical
1,0,1,0,0,1,0,0,1,10.0,7.68,43.48,2,30,15,15.0,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,2.0,1.51,83.44,3,36,27,15.666666666666666,0,0,0,0,low
3,0,3,0,2,0,1,1,2,15.0,8.42,49.8,6,141,58,39.5,0,0,0,0,critical
3,0,3,0,2,0,1,2,1,13.0,11.17,42.64,7,51,20,20.0,2,0,0,0,critical
3,0,2,1,0,1,2,2,1,6.0,3.03,71.58,1,77,46,38.5,0,0,1,0,medium
5,0,4,1,2,2,1,3,2,6.0,5.47,32.01,2,99,49,37.666666666666664,0,3,0,0,high
2,0,1,1,0,1,1,1,1,10.0,6.7,50.4,4,18,49,28.0,0,0,0,0,medium
7,0,5,2,3,2,2,2,5,15.0,11.97,76.01,5,57,76,51.333333333333336,0,0,0,0,critical
4,0,4,0,2,2,0,0,4,11.0,9.74,58.33,7,107,27,23.5,0,0,0,0,critical
2,1,1,0,0,1,1,1,1,7.0,6.74,80.26,1,62,46,29.0,0,0,0,0,medium
1,0,0,1,0,0,1,0,1,2.0,1.62,65.65,1,27,26,26.0,0,0,0,0,low
5,0,4,1,0,3,2,1,4,3.0,2.1,22.39,1,61,44,30.666666666666668,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,3.0,1.83,19.83,2,12,11,11.0,0,0,0,0,low
3,0,3,0,1,1,1,1,2,6.0,5.06,54.12,3,63,56,46.5,0,3,0,0,high
5,2,1,2,0,3,2,2,3,9.0,5.42,11.71,3,41,42,38.666666666666664,0,0,0,0,medium
4,0,3,1,2,0,2,1,3,10.0,6.17,50.32,3,35,51,34.666666666666664,2,0,0,0,critical
0,0,0,0,0,0,0,0,0,5.0,4.0,48.45,1,24,30,19.0,0,0,0,0,low
1,0,0,1,0,0,1,0,1,4.0,3.35,38.25,3,41,28,19.333333333333332,0,0,0,0,low
3,1,2,0,0,3,0,3,0,4.0,3.81,32.14,3,80,40,40.0,0,0,1,0,medium
2,0,2,0,0,0,2,0,2,6.0,5.98,83.03,3,30,0,0.0,0,0,0,0,low
5,1,4,0,2,2,1,4,1,10.0,7.18,84.64,6,34,65,48.0,0,0,0,0,critical
3,1,2,0,0,3,0,1,2,3.0,1.65,20.97,2,17,47,38.333333333333336,0,0,0,0,medium
4,1,2,1,1,1,2,3,1,9.0,7.52,82.24,5,56,32,24.0,1,0,1,0,high
5,0,5,0,2,2,1,4,1,13.0,7.8,20.74,3,33,23,21.0,0,0,0,0,high
2,0,1,1,0,0,2,2,0,6.0,4.03,79.34,1,45,22,22.0,0,0,0,0,low
0,0,0,0,0,0,0,0,0,3.0,2.24,46.97,3,43,0,0.0,0,0,0,0,low
2,0,2,0,1,0,1,1,1,8.0,7.1,70.51,5,81,39,27.0,0,2,0,0,high
1,0,1,0,0,0,1,1,0,1.0,0.57,69.13,0,29,16,15.0,0,0,0,0,low
4,1,3,0,2,1,1,1,3,16.0,14.63,65.41,5,78,64,63.0,1,0,0,0,critical
1,0,0,1,0,0,1,0,1,2.0,1.37,82.76,3,12,11,11.0,0,0,0,0,low
1,0,0,1,0,0,1,1,0,2.0,1.66,35.67,3,13,28,16.0,0,0,0,0,low
3,1,2,0,1,2,0,1,2,10.0,7.85,77.26,4,23,44,31.75,0,2,0,0,high
2,0,1,1,1,0,1,2,0,8.0,7.81,36.14,3,30,45,34.666666666666664,1,0,1,0,high
4,2,1,1,0,3,1,3,1,3.0,2.14,41.52,4,70,42,31.0,0,0,0,0,medium
4,0,4,0,2,1,1,3,1,18.0,16.69,20.3,7,78,75,48.0,0,0,0,0,critical
3,0,2,1,1,0,2,2,1,10.0,8.87,29.37,4,84,47,47.0,0,0,0,0,high
2,1,1,0,1,1,0,2,0,13.0,8.28,75.16,3,111,78,62.666666666666664,1,0,1,0,critical
4,1,3,0,0,3,1,3,1,9.0,4.88,31.46,3,51,41,32.5,0,0,0,0,medium
4,1,2,1,1,1,2,1,3,18.0,15.48,14.74,7,45,61,61.0,0,0,0,0,critical
4,0,4,0,2,0,2,1,3,11.0,5.74,36.6,5,94,32,32.0,0,0,0,0,high
4,0,3,1,2,0,2,2,2,10.0,6.62,55.74,2,66,50,42.0,0,0,0,0,high
0,0,0,0,0,0,0,0,0,3.0,1.88,83.43,3,30,0,0.0,0,0,0,0,low
5,0,5,0,2,2,1,2,3,11.0,5.93,61.23,4,133,47,34.5,2,0,0,0,critical
4,2,2,0,2,2,0,3,1,20.0,14.2,69.54,4,66,35,28.333333333333332,1,0,0,0,critical
2,0,0,2,0,0,2,1,1,2.0,1.7,28.87,3,38,30,30.0,0,0,0,0,low
3,2,1,0,1,2,0,2,1,9.0,6.11,46.07,4,49,55,48.5,0,3,0,0,high
3,0,2,1,0,1,2,1,2,10.0,6.34,25.73,3,32,45,32.0,0,0,0,0,medium
5,1,4,0,3,1,1,2,3,17.0,10.79,27.69,4,117,66,66.0,1,0,0,0,critical
4,1,3,0,1,2,1,3,1,6.0,5.77,82.01,3,46,58,58.0,0,3,0,0,high
